Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,Position
10697,isaiah roby,OKC,22,203.2,104.32616,Nebraska-Lincoln,USA,2019,2,45,3,0.0,0.7,0.0,-11.5,0.0,0.167,0.071,0.0,0.0,2019-20,
10698,isaiah hartenstein,HOU,22,213.36,113.398,None,Germany,2017,2,43,23,4.7,3.9,0.8,8.7,0.107,0.2,0.144,0.674,0.095,2019-20,
10699,isaac bonga,WAS,20,203.2,81.64656,None,Germany,2018,2,39,66,5.0,3.4,1.2,-0.4,0.052,0.121,0.106,0.608,0.081,2019-20,
10701,ignas brazdeikis,NYK,21,198.12,100.243832,Michigan,Canada,2019,2,47,9,1.9,0.6,0.4,-7.1,0.036,0.068,0.218,0.351,0.114,2019-20,
10705,harry giles iii,SAC,22,210.82,108.86208,Duke,USA,2017,1,20,46,6.9,4.1,1.3,-8.2,0.065,0.241,0.206,0.58,0.135,2019-20,
10707,hamidou diallo,OKC,21,195.58,91.625584,Kentucky,USA,2018,2,45,46,6.9,3.6,0.8,0.9,0.046,0.124,0.173,0.491,0.06,2019-20,
10708,grayson allen,MEM,24,193.04,89.811216,Duke,USA,2018,1,21,38,8.7,2.2,1.4,-6.0,0.01,0.103,0.171,0.609,0.104,2019-20,
10709,jr smith,LAL,34,198.12,99.79024,No College,USA,2004,1,18,6,2.8,0.8,0.5,-16.7,0.0,0.06,0.144,0.372,0.056,2019-20,
10710,jevon carter,PHX,24,185.42,90.7184,West Virginia,USA,2018,2,32,58,4.9,2.0,1.4,0.7,0.031,0.09,0.127,0.563,0.129,2019-20,
10711,kostas antetokounmpo,LAL,22,208.28,90.7184,Dayton,Greece,2018,2,60,5,1.4,0.6,0.4,19.6,0.095,0.05,0.096,0.902,0.1,2019-20,
10713,kevin porter jr.,CLE,20,193.04,92.079176,Southern California,USA,2019,1,30,50,10.0,3.2,2.2,-11.2,0.018,0.121,0.202,0.535,0.147,2019-20,
10715,kevin knox ii,NYK,20,200.66,97.52228,Kentucky,USA,2018,1,9,65,6.4,2.8,0.9,-7.3,0.021,0.128,0.172,0.47,0.076,2019-20,
10716,kevin huerter,ATL,21,200.66,86.18248,Maryland,USA,2018,1,19,56,12.2,4.1,3.8,-6.1,0.019,0.106,0.169,0.536,0.171,2019-20,
10717,kevin hervey,OKC,23,205.74,104.32616,Texas-Arlington,USA,2018,2,57,10,1.7,1.2,0.5,-28.9,0.012,0.216,0.189,0.315,0.192,2019-20,
10721,kenrich williams,NOP,25,198.12,95.25432,TCU,USA,Undrafted,Undrafted,Undrafted,39,3.5,4.8,1.5,-1.0,0.055,0.157,0.087,0.429,0.087,2019-20,
10723,kelly oubre jr.,PHX,24,200.66,92.079176,Kansas,USA,2015,1,15,56,18.7,6.4,1.5,0.2,0.034,0.151,0.219,0.56,0.066,2019-20,
10725,keldon johnson,SAS,20,195.58,99.79024,Kentucky,USA,2019,1,29,17,9.1,3.4,0.9,11.3,0.033,0.146,0.164,0.711,0.066,2019-20,
10726,kelan martin,MIN,24,195.58,104.32616,Butler,USA,Undrafted,Undrafted,Undrafted,31,6.4,3.1,0.7,-1.7,0.021,0.154,0.171,0.506,0.071,2019-20,
10727,keita bates-diop,DEN,24,203.2,103.872568,Ohio State,USA,2018,2,48,44,6.5,2.9,0.7,-10.6,0.03,0.131,0.156,0.539,0.064,2019-20,
10729,kendrick nunn,MIA,24,187.96,86.18248,Oakland,USA,Undrafted,Undrafted,Undrafted,67,15.3,2.7,3.3,1.2,0.011,0.079,0.236,0.534,0.182,2019-20,
10730,khem birch,ORL,27,205.74,105.686936,UNLV,Canada,Undrafted,Undrafted,Undrafted,48,4.4,4.6,1.0,-7.1,0.089,0.144,0.101,0.566,0.079,2019-20,
10732,khyri thomas,DET,24,190.5,95.25432,Creighton,USA,2018,2,38,8,2.1,0.1,0.4,-28.7,0.012,0.0,0.149,0.453,0.097,2019-20,
10733,larry nance jr.,CLE,27,200.66,111.13004,Wyoming,USA,2015,1,27,56,10.1,7.3,2.2,-5.1,0.068,0.209,0.15,0.608,0.126,2019-20,
10736,landry shamet,LAC,23,193.04,86.18248,Wichita State,USA,2018,1,26,53,9.3,1.9,1.9,4.3,0.004,0.058,0.132,0.58,0.09,2019-20,
10742,kyle kuzma,LAL,24,203.2,100.243832,Utah,USA,2017,1,27,61,12.8,4.5,1.3,4.9,0.033,0.135,0.221,0.531,0.076,2019-20,
10744,kyle guy,SAC,22,185.42,75.749864,Virginia,USA,2019,2,55,3,1.3,0.3,0.3,-45.8,0.0,0.091,0.2,0.4,0.125,2019-20,
10746,kyle alexander,MIA,23,208.28,97.975872,Tennessee,Canada,Undrafted,Undrafted,Undrafted,2,1.0,1.5,0.0,-6.7,0.111,0.067,0.079,0.5,0.0,2019-20,
10747,ky bowman,GSW,23,185.42,84.821704,Boston College,USA,Undrafted,Undrafted,Undrafted,45,7.4,2.7,2.9,-8.4,0.022,0.093,0.168,0.494,0.202,2019-20,
10751,kadeem allen,NYK,27,185.42,90.7184,Arizona,USA,2017,2,53,10,5.0,0.9,2.1,-10.1,0.016,0.065,0.191,0.512,0.259,2019-20,
10752,kz okpala,MIA,21,203.2,97.52228,Stanford,USA,2019,2,32,5,1.4,1.0,0.2,-31.7,0.038,0.16,0.102,0.595,0.077,2019-20,
10753,juwan morgan,UTA,23,200.66,105.233344,Indiana,USA,Undrafted,Undrafted,Undrafted,21,1.7,1.4,0.3,12.0,0.07,0.128,0.101,0.648,0.053,2019-20,
10755,jordan mclaughlin,MIN,24,180.34,83.91452,Southern California,USA,Undrafted,Undrafted,Undrafted,30,7.6,1.6,4.2,-5.8,0.01,0.079,0.151,0.587,0.303,2019-20,
10757,jordan bone,DET,22,190.5,81.64656,Tennessee,USA,2019,2,57,10,1.2,0.4,0.8,-2.9,0.0,0.091,0.171,0.3,0.235,2019-20,
10758,jordan bell,CLE,25,203.2,97.975872,Oregon,USA,2017,2,38,29,3.2,2.8,0.6,-1.6,0.11,0.187,0.159,0.577,0.09,2019-20,
10759,jonathan isaac,ORL,22,210.82,104.32616,Florida State,USA,2017,1,6,34,11.9,6.8,1.4,0.7,0.056,0.177,0.181,0.552,0.074,2019-20,
10761,jonah bolden,PHX,24,203.2,102.0582,UCLA,Australia,2017,2,36,7,1.4,1.3,0.0,-3.2,0.064,0.14,0.13,0.392,0.0,2019-20,
10762,johnathan williams,WAS,25,205.74,103.418976,Gonzaga,USA,Undrafted,Undrafted,Undrafted,15,3.0,4.3,0.5,-11.6,0.119,0.215,0.1,0.566,0.064,2019-20,
10763,johnathan motley,LAC,25,203.2,104.32616,Baylor,USA,Undrafted,Undrafted,Undrafted,13,2.2,0.8,0.6,5.7,0.077,0.189,0.235,0.774,0.308,2019-20,
10764,john konchar,MEM,24,195.58,95.25432,Indiana-Purdue Fort Wayne,USA,Undrafted,Undrafted,Undrafted,19,2.8,2.5,1.2,4.9,0.093,0.152,0.097,0.713,0.161,2019-20,
10766,john collins,ATL,22,205.74,106.59412,Wake Forest,USA,2017,1,19,41,21.6,10.1,1.5,-5.1,0.08,0.208,0.224,0.659,0.075,2019-20,
10770,joe chealey,CHA,24,193.04,86.18248,College of Charleston,USA,2018,Undrafted,Undrafted,4,0.5,0.0,0.3,-23.4,0.0,0.0,0.128,0.127,0.063,2019-20,
10771,jordan poole,GSW,21,193.04,87.996848,Michigan,USA,2019,1,28,57,8.8,2.1,2.4,-8.2,0.007,0.087,0.2,0.454,0.16,2019-20,
10773,josh gray,NOP,26,182.88,81.64656,Louisiana State,USA,Undrafted,Undrafted,Undrafted,2,1.0,1.0,1.0,-14.9,0.053,0.04,0.137,0.5,0.154,2019-20,
10774,josh jackson,MEM,23,203.2,93.893544,Kansas,USA,2017,1,4,22,9.0,3.0,1.6,2.5,0.027,0.128,0.214,0.547,0.125,2019-20,
10777,justin wright-foreman,UTA,22,182.88,86.18248,Hofstra,USA,2019,2,53,4,4.8,1.3,1.8,-32.5,0.0,0.125,0.225,0.437,0.292,2019-20,
10778,justin robinson,WAS,22,185.42,88.45044,Virginia Tech,USA,2019,Undrafted,Undrafted,9,1.4,0.6,0.8,29.9,0.022,0.098,0.133,0.542,0.194,2019-20,
10779,justin patton,DET,23,210.82,109.315672,Creighton,USA,2017,1,16,5,1.8,1.0,0.4,-32.0,0.042,0.174,0.194,0.45,0.111,2019-20,
10780,justin james,SAC,23,200.66,86.18248,Wyoming,USA,2019,2,40,36,2.5,0.9,0.5,-2.4,0.024,0.111,0.181,0.477,0.118,2019-20,
10781,justin jackson,DAL,25,200.66,99.79024,North Carolina,USA,2017,1,15,65,5.5,2.4,0.8,0.5,0.024,0.119,0.15,0.496,0.067,2019-20,
10785,juancho hernangomez,MIN,24,205.74,97.068688,None,Spain,2016,1,15,48,6.0,4.1,0.8,-2.3,0.046,0.184,0.149,0.518,0.063,2019-20,
10786,juan toscano-anderson,GSW,27,198.12,94.800728,Marquette,USA,Undrafted,Undrafted,Undrafted,13,5.3,4.0,2.0,-12.0,0.031,0.163,0.125,0.529,0.144,2019-20,
10789,josh reaves,DAL,23,193.04,97.068688,Penn State,USA,Undrafted,Undrafted,Undrafted,4,2.0,0.8,0.8,15.5,0.03,0.063,0.161,0.405,0.158,2019-20,
10790,josh okogie,MIN,21,193.04,96.615096,Georgia Tech,Nigeria,2018,1,20,62,8.6,4.3,1.6,-4.7,0.05,0.114,0.148,0.553,0.089,2019-20,
10791,josh magette,ORL,30,185.42,72.57472,Alabama Huntsville,USA,2012,0,0,8,1.5,0.8,0.6,2.4,0.022,0.128,0.226,0.378,0.238,2019-20,
10792,josh hart,NOP,25,195.58,97.52228,Villanova,USA,2017,1,30,65,10.1,6.5,1.7,-3.1,0.032,0.195,0.15,0.563,0.084,2019-20,
10793,frank jackson,NOP,22,190.5,92.98636,Duke,USA,2017,2,31,59,6.3,1.4,1.0,-3.4,0.025,0.07,0.203,0.51,0.107,2019-20,
10794,bam adebayo,MIA,22,205.74,115.66596,Kentucky,USA,2017,1,14,72,15.9,10.2,5.1,5.0,0.077,0.224,0.212,0.598,0.238,2019-20,
10796,caleb martin,CHA,24,195.58,92.98636,Nevada-Reno,USA,Undrafted,Undrafted,Undrafted,18,6.2,2.1,1.3,0.8,0.03,0.086,0.152,0.595,0.122,2019-20,
10797,cj miles,WAS,33,198.12,99.79024,None,USA,2005,2,34,10,6.4,1.2,1.2,-1.3,0.021,0.05,0.169,0.472,0.091,2019-20,
10798,cj mccollum,POR,28,190.5,86.18248,Lehigh,USA,2013,1,10,70,22.2,4.2,4.4,0.5,0.017,0.09,0.257,0.541,0.185,2019-20,
10801,bruno fernando,ATL,21,205.74,108.86208,Maryland,Angola,2019,2,34,56,4.3,3.5,0.9,-5.6,0.085,0.179,0.147,0.542,0.101,2019-20,
10803,caleb swanigan,POR,23,205.74,117.93392,Purdue,USA,2017,1,26,27,2.4,3.7,1.1,-6.5,0.099,0.248,0.132,0.597,0.138,2019-20,
10804,bruce brown,DET,23,193.04,91.625584,Miami,USA,2018,2,42,58,8.9,4.7,4.0,-4.3,0.038,0.131,0.159,0.518,0.208,2019-20,
10805,brian bowen ii,IND,21,198.12,86.18248,None,USA,Undrafted,Undrafted,Undrafted,6,1.0,1.2,0.0,15.7,0.032,0.162,0.143,0.3,0.0,2019-20,
10808,brandon goodwin,ATL,24,182.88,81.64656,Florida Gulf Coast,USA,Undrafted,Undrafted,Undrafted,34,6.1,2.1,1.5,-13.8,0.023,0.132,0.22,0.507,0.208,2019-20,
10809,brandon clarke,MEM,23,203.2,97.52228,Gonzaga,Canada,2019,1,21,58,12.1,5.9,1.4,-0.1,0.067,0.177,0.18,0.663,0.092,2019-20,
10811,brad wanamaker,BOS,30,190.5,95.25432,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,71,6.9,2.0,2.5,5.0,0.016,0.082,0.152,0.577,0.181,2019-20,
10813,cam reddish,ATL,20,203.2,98.883056,Duke,USA,2019,1,10,58,10.5,3.7,1.5,-6.3,0.021,0.11,0.185,0.5,0.079,2019-20,
10814,cameron johnson,PHX,24,203.2,95.25432,North Carolina,USA,2019,1,11,57,8.8,3.3,1.2,1.0,0.037,0.109,0.151,0.586,0.078,2019-20,
10818,chris silva,MIA,23,203.2,106.140528,South Carolina,Gabon,Undrafted,Undrafted,Undrafted,44,3.0,2.9,0.5,-6.0,0.162,0.184,0.155,0.651,0.103,2019-20,
10820,chris clemons,HOU,22,175.26,81.64656,Campbell University,USA,Undrafted,Undrafted,Undrafted,33,4.9,0.9,0.8,-8.8,0.012,0.08,0.235,0.548,0.162,2019-20,
10821,chris chiozza,BKN,24,180.34,79.3786,Florida,USA,Undrafted,Undrafted,Undrafted,28,5.1,1.9,3.0,9.3,0.02,0.102,0.175,0.499,0.295,2019-20,
10822,chris boucher,TOR,27,205.74,90.7184,Oregon,Saint Lucia,Undrafted,Undrafted,Undrafted,62,6.6,4.5,0.4,5.7,0.121,0.185,0.185,0.587,0.049,2019-20,
10823,chimezie metu,SAS,23,205.74,102.0582,Southern California,USA,2018,2,49,18,3.2,1.8,0.6,-6.7,0.103,0.186,0.218,0.608,0.164,2019-20,
10826,charlie brown jr.,ATL,23,198.12,90.264808,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,10,2.0,0.4,0.2,33.9,0.04,0.048,0.231,0.472,0.077,2019-20,
10828,chandler hutchison,CHI,24,200.66,95.25432,Boise State,USA,2018,1,22,28,7.8,3.9,0.9,-11.9,0.032,0.18,0.183,0.521,0.077,2019-20,
10829,cedi osman,CLE,25,200.66,104.32616,None,Turkey,2015,2,31,65,11.0,3.6,2.4,-9.0,0.02,0.103,0.162,0.552,0.115,2019-20,
10830,carsen edwards,BOS,22,180.34,90.7184,Purdue,USA,2019,2,33,37,3.3,1.3,0.6,-5.5,0.014,0.107,0.171,0.444,0.111,2019-20,
10833,bol bol,DEN,20,218.44,99.79024,Oregon,Sudan,2019,2,44,7,5.7,2.7,0.9,-9.8,0.057,0.171,0.206,0.617,0.103,2019-20,
10834,coby white,CHI,20,193.04,88.45044,North Carolina,USA,2019,1,7,65,13.2,3.5,2.7,-4.4,0.015,0.128,0.235,0.506,0.162,2019-20,
10837,allonzo trier,NYK,24,193.04,90.7184,Arizona,USA,2018,Undrafted,Undrafted,24,6.5,1.2,1.2,-11.1,0.018,0.078,0.208,0.62,0.164,2019-20,
10839,alize johnson,IND,24,200.66,96.161504,Missouri State,USA,2018,2,50,17,2.0,2.8,0.4,8.9,0.122,0.241,0.133,0.509,0.075,2019-20,
10840,alfonzo mckinnie,CLE,27,200.66,97.52228,Wisconsin-Green Bay,USA,Undrafted,Undrafted,Undrafted,40,4.6,2.8,0.4,-7.4,0.061,0.131,0.147,0.493,0.032,2019-20,
10842,alex caruso,LAL,26,195.58,84.368112,Texas A&M,USA,Undrafted,Undrafted,Undrafted,64,5.5,1.9,1.9,9.8,0.014,0.085,0.136,0.525,0.138,2019-20,
10843,alen smailagic,GSW,19,208.28,97.52228,None,Serbia,2019,2,39,14,4.2,1.9,0.9,-3.0,0.077,0.11,0.175,0.61,0.133,2019-20,
10844,amile jefferson,ORL,27,205.74,100.697424,Duke,USA,2017,Undrafted,Undrafted,18,0.8,1.3,0.2,8.5,0.112,0.163,0.129,0.372,0.078,2019-20,
10847,admiral schofield,WAS,23,195.58,109.315672,Tennessee,United Kingdom,2019,2,42,33,3.0,1.4,0.5,-7.1,0.017,0.106,0.118,0.502,0.057,2019-20,
10848,adam mokoka,CHI,21,195.58,86.18248,None,France,Undrafted,Undrafted,Undrafted,11,2.9,0.9,0.4,17.1,0.057,0.029,0.11,0.538,0.043,2019-20,
10849,abdel nader,OKC,26,195.58,102.0582,Iowa State,Egypt,2016,2,58,55,6.3,1.8,0.7,-4.2,0.016,0.095,0.164,0.591,0.068,2019-20,
10850,aaron holiday,IND,23,182.88,83.91452,UCLA,USA,2018,1,23,66,9.5,2.4,3.4,2.2,0.013,0.077,0.182,0.521,0.188,2019-20,
10852,lauri markkanen,CHI,23,213.36,108.86208,Arizona,Finland,2017,1,7,50,14.7,6.3,1.5,-2.0,0.038,0.174,0.209,0.56,0.077,2019-20,
10854,amir coffey,LAC,23,200.66,95.25432,Minnesota,USA,Undrafted,Undrafted,Undrafted,18,3.2,0.9,0.8,-0.5,0.025,0.066,0.174,0.493,0.139,2019-20,
10860,ben simmons,PHI,23,208.28,108.86208,Louisiana State,Australia,2016,1,1,57,16.4,7.8,8.0,1.7,0.054,0.159,0.206,0.602,0.335,2019-20,
10862,bj johnson,ORL,24,200.66,90.7184,La Salle,USA,Undrafted,Undrafted,Undrafted,10,3.0,1.5,0.3,-8.1,0.033,0.136,0.201,0.412,0.059,2019-20,
10866,anzejs pasecniks,WAS,24,218.44,103.872568,None,Latvia,2017,1,25,27,5.8,4.0,0.7,0.2,0.086,0.153,0.151,0.551,0.058,2019-20,
10867,antonius cleveland,DAL,26,195.58,88.45044,S.E. Missouri,USA,Undrafted,Undrafted,Undrafted,11,1.0,0.6,0.1,-7.8,0.037,0.122,0.159,0.34,0.034,2019-20,
10870,ante zizic,CLE,23,208.28,120.655472,None,Croatia,2016,1,23,22,4.4,3.0,0.3,1.3,0.084,0.211,0.168,0.597,0.038,2019-20,
10871,anfernee simons,POR,21,190.5,82.100152,None,USA,2018,1,24,70,8.3,2.2,1.4,-7.6,0.015,0.08,0.18,0.502,0.098,2019-20,
10874,bogdan bogdanovic,SAC,27,198.12,99.79024,None,Serbia,2014,1,27,61,15.1,3.4,3.4,-1.7,0.014,0.105,0.221,0.565,0.184,2019-20,
10875,cody martin,CHA,24,195.58,92.98636,Nevada-Reno,USA,2019,2,36,48,5.0,3.3,2.0,-3.2,0.039,0.14,0.131,0.505,0.154,2019-20,
10880,donte divincenzo,MIL,23,193.04,92.079176,Villanova,USA,2018,1,17,66,9.2,4.8,2.3,12.2,0.041,0.14,0.168,0.557,0.134,2019-20,
10881,donta hall,BKN,22,205.74,103.872568,Alabama,USA,Undrafted,Undrafted,Undrafted,9,4.3,4.2,0.4,-12.0,0.093,0.197,0.109,0.652,0.048,2019-20,
10882,donovan mitchell,UTA,23,185.42,97.52228,Louisville,USA,2017,1,13,69,24.0,4.4,4.3,2.6,0.023,0.101,0.303,0.558,0.214,2019-20,
10886,dillon brooks,MEM,24,200.66,102.0582,Oregon,Canada,2017,2,45,73,16.2,3.3,2.1,-0.3,0.03,0.076,0.247,0.51,0.104,2019-20,
10887,dewan hernandez,TOR,23,208.28,106.59412,Miami,USA,2019,2,59,6,2.3,2.3,0.5,17.2,0.172,0.265,0.257,0.432,0.125,2019-20,
10888,devonte' graham,CHA,25,185.42,88.45044,Kansas,USA,2018,2,34,63,18.2,3.4,7.5,-4.5,0.018,0.078,0.243,0.537,0.345,2019-20,
10889,devontae cacok,LAL,23,203.2,108.86208,North Carolina-Wilmington,USA,Undrafted,Undrafted,Undrafted,1,6.0,5.0,1.0,22.7,0.167,0.333,0.222,0.5,0.125,2019-20,
10890,devon hall,OKC,24,195.58,97.52228,Virginia,USA,2018,2,53,11,1.8,0.6,1.2,3.8,0.019,0.06,0.182,0.298,0.217,2019-20,
10892,derrick white,SAS,25,193.04,86.18248,Colorado,USA,2017,1,29,68,11.3,3.3,3.5,1.0,0.02,0.105,0.183,0.593,0.203,2019-20,
10893,derrick walton jr.,DET,25,182.88,83.91452,Michigan,USA,Undrafted,Undrafted,Undrafted,26,2.0,0.6,1.0,-0.9,0.007,0.054,0.079,0.617,0.155,2019-20,
10896,drew eubanks,SAS,23,205.74,111.13004,Oregon State,USA,Undrafted,Undrafted,Undrafted,22,4.9,3.9,0.7,-11.0,0.099,0.203,0.15,0.682,0.089,2019-20,
10897,duncan robinson,MIA,26,200.66,97.52228,Michigan,USA,Undrafted,Undrafted,Undrafted,73,13.5,3.2,1.4,7.5,0.005,0.099,0.157,0.684,0.068,2019-20,
10899,eric paschall,GSW,23,198.12,115.66596,Villanova,USA,2019,2,41,60,14.0,4.6,2.1,-10.6,0.047,0.116,0.207,0.571,0.126,2019-20,
10900,eric mika,SAC,25,208.28,105.686936,Brigham Young,USA,2017,Undrafted,Undrafted,1,6.0,7.0,0.0,19.5,0.111,0.263,0.089,0.773,0.0,2019-20,
10905,elie okobo,PHX,22,190.5,86.18248,None,France,2018,2,31,55,4.0,1.6,2.1,-3.2,0.022,0.102,0.147,0.516,0.227,2019-20,
10907,edmond sumner,IND,24,193.04,88.904032,Xavier,USA,2017,2,52,31,4.9,1.5,1.8,-2.6,0.024,0.073,0.167,0.491,0.167,2019-20,
10910,dzanan musa,BKN,21,205.74,98.429464,None,Bosnia and Herzegovina,2018,1,29,40,4.8,2.2,1.1,-2.5,0.039,0.117,0.193,0.484,0.131,2019-20,
10913,dwayne bacon,CHA,24,198.12,100.243832,Florida State,USA,2017,2,40,39,5.7,2.6,1.3,-8.2,0.02,0.124,0.189,0.419,0.121,2019-20,
10914,dusty hannahs,MEM,26,190.5,95.25432,Arkansas,USA,2017,Undrafted,Undrafted,2,6.0,0.5,0.0,17.2,0.0,0.063,0.286,0.607,0.0,2019-20,
10916,derrick jones jr.,MIA,23,198.12,95.25432,UNLV,USA,Undrafted,Undrafted,Undrafted,59,8.5,3.9,1.1,-0.5,0.049,0.115,0.135,0.62,0.068,2019-20,
10918,deonte burton,OKC,26,193.04,108.86208,Iowa State,USA,Undrafted,Undrafted,Undrafted,39,2.7,1.5,0.4,-12.7,0.017,0.119,0.173,0.396,0.076,2019-20,
10922,daniel theis,BOS,28,203.2,111.13004,None,Germany,Undrafted,Undrafted,Undrafted,65,9.2,6.6,1.7,7.0,0.086,0.172,0.144,0.631,0.104,2019-20,
10923,daniel gafford,CHI,21,208.28,106.140528,Arkansas,USA,2019,2,38,43,5.1,2.5,0.5,-1.9,0.081,0.092,0.131,0.686,0.051,2019-20,
10924,damyean dotson,NYK,26,195.58,95.25432,Houston,USA,2017,2,44,48,6.7,1.9,1.2,-5.3,0.011,0.091,0.158,0.527,0.105,2019-20,
10925,damion lee,GSW,27,195.58,95.25432,Drexel,USA,Undrafted,Undrafted,Undrafted,49,12.7,4.9,2.7,-4.1,0.021,0.144,0.184,0.548,0.139,2019-20,
10928,daquan jeffries,SAC,22,195.58,104.32616,Tulsa,USA,Undrafted,Undrafted,Undrafted,13,3.8,1.4,0.5,3.0,0.021,0.105,0.129,0.586,0.06,2019-20,
10929,d.j. wilson,MIL,24,208.28,104.779752,Michigan,USA,2017,1,17,37,3.6,2.5,0.7,-6.3,0.031,0.181,0.175,0.475,0.104,2019-20,
10936,danuel house jr.,HOU,27,198.12,99.79024,Texas A&M,USA,Undrafted,Undrafted,Undrafted,63,10.5,4.2,1.3,3.3,0.027,0.101,0.135,0.572,0.061,2019-20,
10939,darius garland,CLE,20,185.42,87.089664,Vanderbilt,USA,2019,1,5,59,12.3,1.9,3.9,-8.7,0.014,0.046,0.201,0.498,0.182,2019-20,
10941,dennis smith jr.,NYK,22,187.96,92.98636,North Carolina State,USA,2017,1,9,34,5.5,2.3,2.9,-17.1,0.034,0.102,0.223,0.399,0.297,2019-20,
10945,deandre ayton,PHX,21,210.82,113.398,Arizona,Bahamas,2018,1,1,38,18.2,11.5,1.9,4.0,0.12,0.225,0.231,0.568,0.091,2019-20,
10946,dean wade,CLE,23,205.74,103.418976,Kansas State,USA,Undrafted,Undrafted,Undrafted,12,1.7,1.6,0.2,-6.5,0.038,0.213,0.091,0.744,0.039,2019-20,
10951,de'anthony melton,MEM,22,187.96,90.7184,Southern California,USA,2018,2,46,60,7.6,3.7,2.9,5.1,0.035,0.137,0.185,0.501,0.196,2019-20,
10952,de'andre hunter,ATL,22,200.66,102.0582,Virginia,USA,2019,1,4,63,12.3,4.5,1.8,-5.5,0.021,0.116,0.173,0.521,0.079,2019-20,
10953,de'aaron fox,SAC,22,190.5,83.91452,Kentucky,USA,2017,1,5,51,21.1,3.8,6.8,-4.0,0.021,0.099,0.29,0.558,0.336,2019-20,
10956,daryl macon,MIA,24,187.96,83.91452,Arkansas,USA,2018,Undrafted,Undrafted,4,0.8,0.0,0.3,7.6,0.0,0.0,0.167,0.5,0.143,2019-20,
10957,darius bazley,OKC,20,203.2,94.347136,None,USA,2019,1,23,61,5.6,4.0,0.7,-3.2,0.025,0.172,0.146,0.497,0.054,2019-20,
10960,lonzo ball,NOP,22,198.12,86.18248,UCLA,USA,2017,1,2,63,11.8,6.1,7.0,-0.7,0.032,0.142,0.181,0.517,0.292,2019-20,
10962,sterling brown,MIL,25,195.58,99.336648,Southern Methodist,USA,2017,2,46,52,5.1,3.5,1.0,2.4,0.037,0.168,0.162,0.486,0.094,2019-20,
10964,svi mykhailiuk,DET,23,200.66,92.98636,Kansas,Ukraine,2018,2,47,56,9.0,1.9,1.9,-0.6,0.013,0.071,0.165,0.578,0.12,2019-20,
10965,t.j. leaf,IND,23,208.28,100.697424,UCLA,USA,2017,1,18,28,3.0,2.5,0.3,0.2,0.094,0.174,0.18,0.451,0.057,2019-20,
10968,tacko fall,BOS,24,226.06,141.067112,Central Florida,Senegal,Undrafted,Undrafted,Undrafted,7,3.3,2.1,0.1,12.7,0.036,0.326,0.25,0.751,0.067,2019-20,
10970,talen horton-tucker,LAL,19,193.04,106.140528,Iowa State,USA,2019,2,46,6,5.7,1.2,1.0,-9.5,0.022,0.056,0.18,0.535,0.107,2019-20,
10971,tariq owens,PHX,25,208.28,92.98636,Texas Tech,USA,Undrafted,Undrafted,Undrafted,3,1.3,1.0,0.0,-43.4,0.105,0.067,0.171,0.34,0.0,2019-20,
10972,taurean prince,BKN,26,200.66,98.883056,Baylor,USA,2016,1,12,64,12.1,6.0,1.8,1.3,0.024,0.162,0.2,0.497,0.09,2019-20,
10973,terance mann,LAC,23,195.58,97.52228,Florida State,USA,2019,2,48,41,2.4,1.3,1.3,0.1,0.026,0.112,0.123,0.545,0.209,2019-20,
10974,terence davis,TOR,23,193.04,91.171992,Mississippi,USA,Undrafted,Undrafted,Undrafted,72,7.5,3.3,1.6,7.9,0.039,0.137,0.181,0.588,0.14,2019-20,
10975,terrance ferguson,OKC,22,198.12,86.18248,None,USA,2017,1,21,56,3.9,1.3,0.9,-4.0,0.019,0.039,0.092,0.481,0.055,2019-20,
10980,thanasis antetokounmpo,MIL,27,198.12,99.336648,None,Greece,2014,2,51,20,2.8,1.2,0.8,-6.8,0.085,0.081,0.202,0.496,0.174,2019-20,
10981,theo pinson,NYK,24,195.58,96.161504,North Carolina,USA,Undrafted,Undrafted,Undrafted,33,3.6,1.6,1.7,-4.6,0.024,0.101,0.218,0.37,0.24,2019-20,
10982,stanton kidd,UTA,28,198.12,97.975872,Colorado State,USA,Undrafted,Undrafted,Undrafted,4,0.0,0.8,0.3,2.3,0.0,0.158,0.139,0.0,0.1,2019-20,
10983,thomas bryant,WAS,22,208.28,112.490816,Indiana,USA,2017,2,42,46,13.2,7.2,1.8,-6.6,0.081,0.198,0.185,0.649,0.107,2019-20,
10986,romeo langford,BOS,20,193.04,97.975872,Indiana,USA,2019,1,14,32,2.5,1.3,0.4,8.9,0.038,0.065,0.113,0.434,0.045,2019-20,
10988,royce o'neale,UTA,27,193.04,102.511792,Baylor,USA,Undrafted,Undrafted,Undrafted,71,6.3,5.5,2.5,5.2,0.014,0.165,0.095,0.578,0.116,2019-20,
10991,rui hachimura,WAS,22,203.2,104.32616,Gonzaga,Japan,2019,1,9,48,13.5,6.1,1.8,-8.2,0.051,0.155,0.189,0.535,0.088,2019-20,
10994,ryan arcidiacono,CHI,26,190.5,88.45044,Villanova,USA,Undrafted,Undrafted,Undrafted,58,4.5,1.9,1.7,-4.0,0.019,0.098,0.121,0.551,0.143,2019-20,
