Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,Position
4523,bostjan nachbar,NJN,26,205.74,100.243832,None,Slovenia,2002,1,15,76,9.2,3.3,0.8,0.2,0.021,0.171,0.193,0.614,0.072,Jul-06,
4525,bonzi wells,HOU,30,195.58,95.25432,Ball State,USA,1998,1,11,28,7.8,4.3,1.1,2.9,0.052,0.186,0.242,0.446,0.1,Jul-06,
4526,bobby jackson,NOK,34,185.42,83.91452,Minnesota,USA,1997,1,23,56,10.6,3.2,2.5,1.3,0.036,0.116,0.23,0.5,0.179,Jul-06,
4527,bo outlaw,ORL,36,203.2,99.79024,Houston,USA,Undrafted,Undrafted,Undrafted,41,2.0,2.6,0.4,0.2,0.132,0.167,0.083,0.667,0.055,Jul-06,
4528,bernard robinson,NJN,26,198.12,95.25432,Michigan,USA,2004,2,45,31,2.0,1.5,0.6,-7.2,0.041,0.153,0.151,0.413,0.119,Jul-06,
4530,ben wallace,CHI,32,205.74,108.86208,Virginia Union,USA,Undrafted,Undrafted,Undrafted,77,6.4,10.7,2.4,3.9,0.127,0.22,0.107,0.456,0.101,Jul-06,
4531,ben gordon,CHI,24,190.5,90.7184,Connecticut,USA,2004,1,3,82,21.4,3.1,3.6,5.6,0.015,0.092,0.29,0.572,0.194,Jul-06,
4532,baron davis,GSW,28,190.5,97.52228,UCLA,USA,1999,1,3,63,20.1,4.4,8.1,4.9,0.025,0.113,0.266,0.53,0.356,Jul-06,
4533,austin croshere,DAL,32,208.28,106.59412,Providence,USA,1997,1,12,61,3.7,3.0,0.7,0.8,0.053,0.231,0.176,0.463,0.104,Jul-06,
4534,antonio mcdyess,DET,32,205.74,111.13004,Alabama,USA,1995,1,2,82,8.1,6.0,0.9,8.7,0.114,0.229,0.184,0.552,0.072,Jul-06,
4535,antonio daniels,WAS,32,193.04,92.98636,Bowling Green,USA,1997,1,4,80,7.1,1.9,3.6,-1.0,0.012,0.091,0.145,0.572,0.261,Jul-06,
4536,antoine wright,NJN,23,200.66,97.52228,Texas A&M,USA,2005,1,15,63,4.5,2.8,0.9,-4.3,0.042,0.14,0.137,0.5,0.081,Jul-06,
4537,antoine walker,MIA,30,205.74,111.13004,Kentucky,USA,1996,1,6,78,8.5,4.3,1.7,0.6,0.061,0.16,0.224,0.462,0.122,Jul-06,
4538,anthony roberson,GSW,24,187.96,85.275296,Florida,USA,Undrafted,Undrafted,Undrafted,20,5.6,1.1,0.5,-14.6,0.009,0.091,0.221,0.527,0.071,Jul-06,
4539,anthony parker,TOR,32,198.12,97.52228,Bradley,USA,1997,1,21,73,12.4,3.9,2.1,7.5,0.029,0.109,0.158,0.596,0.096,Jul-06,
4540,anthony johnson,ATL,32,190.5,88.45044,College of Charleston,USA,1997,2,39,67,5.3,1.5,3.0,-5.1,0.021,0.072,0.159,0.48,0.249,Jul-06,
4541,anthony carter,DEN,32,187.96,88.45044,Hawaii,USA,Undrafted,Undrafted,Undrafted,2,3.0,1.5,5.5,6.2,0.0,0.067,0.155,0.375,0.423,Jul-06,
4542,andris biedrins,GSW,21,210.82,111.13004,None,Latvia,2004,1,11,82,9.5,9.3,1.1,3.1,0.116,0.244,0.139,0.598,0.053,Jul-06,
4543,bobby jones,PHI,23,200.66,97.52228,Washington,USA,2006,2,37,44,2.5,1.3,0.4,5.8,0.075,0.125,0.176,0.495,0.075,Jul-06,
4544,johan petro,SEA,21,213.36,112.037224,None,France,2005,1,25,81,6.2,4.1,0.6,-7.8,0.074,0.2,0.169,0.532,0.05,Jul-06,
4545,dermarr johnson,DEN,27,205.74,95.25432,Cincinnati,USA,2000,1,6,39,3.5,1.5,0.4,-6.1,0.025,0.122,0.188,0.414,0.068,Jul-06,
4546,raja bell,PHX,30,195.58,95.25432,Florida International,U.S. Virgin Islands,Undrafted,Undrafted,Undrafted,78,14.7,3.2,2.5,9.1,0.02,0.076,0.169,0.562,0.094,Jul-06,
4547,rafer alston,HOU,30,187.96,79.3786,Fresno State,USA,1998,2,39,82,13.3,3.4,5.4,8.9,0.011,0.094,0.193,0.496,0.232,Jul-06,
4548,rafael araujo,UTA,26,210.82,122.46984,Brigham Young,Brazil,2004,1,8,28,2.6,2.4,0.4,10.2,0.106,0.237,0.166,0.463,0.067,Jul-06,
4549,raef lafrentz,POR,31,210.82,111.13004,Kansas,USA,1998,1,3,27,3.7,2.6,0.3,-17.2,0.081,0.17,0.172,0.441,0.038,Jul-06,
4550,quinton ross,LAC,26,198.12,87.543256,Southern Methodist,USA,Undrafted,Undrafted,Undrafted,81,5.2,2.3,1.1,-1.2,0.042,0.089,0.122,0.508,0.079,Jul-06,
4551,quincy douby,SAC,23,190.5,79.3786,Rutgers,USA,2006,1,19,42,2.8,0.9,0.4,-6.2,0.032,0.08,0.178,0.449,0.071,Jul-06,
4552,quentin richardson,NYK,27,198.12,104.32616,DePaul,USA,2000,1,18,49,13.0,7.2,2.2,-2.6,0.049,0.203,0.189,0.532,0.113,Jul-06,
4553,primoz brezec,CHA,27,215.9,114.305184,None,Slovenia,2000,1,27,58,5.0,3.2,0.4,-7.2,0.108,0.161,0.184,0.474,0.044,Jul-06,
4554,pops mensah-bonsu,DAL,23,205.74,108.86208,George Washington,USA,Undrafted,Undrafted,Undrafted,12,2.4,1.8,0.0,7.0,0.136,0.19,0.214,0.582,0.0,Jul-06,
4555,peja stojakovic,NOK,30,208.28,103.872568,None,Serbia and Montenegro,1996,1,14,13,17.8,4.2,0.8,-0.4,0.027,0.123,0.242,0.543,0.045,Jul-06,
4558,paul davis,LAC,22,210.82,122.46984,Michigan State,USA,2006,2,34,31,1.6,1.4,0.2,-3.7,0.116,0.146,0.161,0.452,0.08,Jul-06,
4560,patrick o'bryant,GSW,21,213.36,112.944408,Bradley,USA,2006,1,9,16,1.9,1.3,0.6,5.1,0.074,0.13,0.174,0.393,0.106,Jul-06,
4561,pat garrity,ORL,30,205.74,107.954896,Notre Dame,USA,1998,1,19,33,2.2,1.3,0.4,-3.0,0.054,0.13,0.156,0.456,0.082,Jul-06,
4562,pat burke,PHX,33,210.82,113.398,Auburn,Ireland,Undrafted,Undrafted,Undrafted,23,2.6,2.0,0.2,-9.4,0.079,0.227,0.214,0.424,0.051,Jul-06,
4564,randolph morris,NYK,21,210.82,117.93392,Kentucky,USA,Undrafted,Undrafted,Undrafted,5,0.8,1.8,0.2,-11.8,0.023,0.276,0.107,0.231,0.037,Jul-06,
4568,rodney carney,PHI,23,200.66,92.98636,Memphis,USA,2006,1,16,67,6.6,1.9,0.4,-5.1,0.04,0.091,0.186,0.514,0.037,Jul-06,
4569,robert horry,SAS,36,208.28,108.86208,Alabama,USA,1992,1,11,68,3.9,3.4,1.1,8.5,0.078,0.157,0.137,0.48,0.106,Jul-06,
4570,robert hite,MIA,23,187.96,83.460928,Miami (FL),USA,Undrafted,Undrafted,Undrafted,12,4.3,1.3,0.7,-7.5,0.028,0.103,0.237,0.391,0.116,Jul-06,
4571,ricky davis,MIN,27,200.66,102.511792,Iowa,USA,1998,1,21,81,17.0,3.9,4.8,-3.9,0.022,0.098,0.219,0.566,0.215,Jul-06,
4573,richard hamilton,DET,29,200.66,87.543256,Connecticut,USA,1999,1,7,75,19.8,3.8,3.8,7.2,0.032,0.091,0.26,0.551,0.184,Jul-06,
4574,renaldo major,GSW,25,200.66,86.18248,Fresno State,USA,Undrafted,Undrafted,Undrafted,1,5.0,2.0,0.0,21.5,0.0,0.091,0.171,0.23,0.0,Jul-06,
4575,pape sow,TOR,25,208.28,113.398,Cal State-Fullerton,Senegal,2004,2,47,7,1.4,1.6,0.3,-44.1,0.167,0.192,0.155,0.43,0.1,Jul-06,
4576,renaldo balkman,NYK,22,203.2,94.347136,South Carolina,USA,2006,1,20,68,4.9,4.3,0.6,1.2,0.104,0.211,0.154,0.531,0.071,Jul-06,
4578,ray allen,SEA,31,195.58,92.98636,Connecticut,USA,1996,1,5,55,26.4,4.5,4.1,-1.9,0.03,0.103,0.293,0.564,0.183,Jul-06,
4579,rawle marshall,IND,25,200.66,86.18248,Oakland,USA,Undrafted,Undrafted,Undrafted,40,2.5,0.7,0.3,-5.4,0.024,0.07,0.151,0.455,0.063,Jul-06,
4580,rasual butler,NOK,28,200.66,92.98636,La Salle,USA,2002,2,52,81,10.1,3.2,0.8,-3.0,0.021,0.112,0.186,0.495,0.048,Jul-06,
4581,rasho nesterovic,TOR,31,213.36,115.66596,None,Slovenia,1998,1,17,80,6.2,4.5,0.9,4.7,0.083,0.171,0.142,0.558,0.068,Jul-06,
4582,rasheed wallace,DET,32,210.82,104.32616,North Carolina,USA,1995,1,4,75,12.3,7.2,1.7,5.1,0.044,0.227,0.2,0.513,0.089,Jul-06,
4583,rashard lewis,SEA,27,208.28,104.32616,None,USA,1998,2,32,60,22.4,6.6,2.4,-0.9,0.046,0.158,0.245,0.587,0.108,Jul-06,
4584,rashad mccants,MIN,22,193.04,102.511792,North Carolina,USA,2005,1,14,37,5.0,1.3,1.0,-0.3,0.03,0.073,0.204,0.454,0.111,Jul-06,
4585,reggie evans,DEN,27,203.2,111.13004,Iowa,USA,Undrafted,Undrafted,Undrafted,66,4.9,7.0,0.7,3.4,0.154,0.299,0.147,0.55,0.06,Jul-06,
4586,roger powell,UTA,24,198.12,99.79024,Illinois,USA,Undrafted,Undrafted,Undrafted,3,0.7,1.0,0.0,-55.2,0.231,0.0,0.216,0.258,0.0,Jul-06,
4587,pj tucker,TOR,22,195.58,102.0582,Texas,USA,2006,2,35,17,1.8,1.4,0.2,-20.5,0.122,0.194,0.169,0.533,0.061,Jul-06,
4588,othella harrington,CHA,33,205.74,106.59412,Georgetown,USA,1996,2,30,26,2.6,1.5,0.2,-6.4,0.072,0.133,0.173,0.51,0.054,Jul-06,
4589,michael redd,MIL,27,198.12,97.52228,Ohio State,USA,2000,2,43,53,26.7,3.7,2.3,-1.5,0.025,0.092,0.293,0.586,0.104,Jul-06,
4590,michael olowokandi,BOS,32,213.36,122.46984,Pacific,Nigeria,1998,1,1,24,1.7,2.0,0.2,-8.2,0.067,0.184,0.124,0.423,0.038,Jul-06,
4591,michael finley,SAS,34,200.66,102.0582,Wisconsin,USA,1995,1,21,82,9.0,2.7,1.3,4.9,0.023,0.12,0.196,0.524,0.1,Jul-06,
4592,michael doleac,MIA,30,210.82,118.841104,Utah,USA,1998,1,12,56,3.6,2.8,0.4,-2.9,0.076,0.195,0.154,0.518,0.053,Jul-06,
4593,metta world peace,SAC,27,200.66,117.93392,St. John's (NY),USA,1999,1,16,70,18.8,6.5,3.4,0.8,0.045,0.163,0.235,0.538,0.153,Jul-06,
4594,melvin ely,SAS,29,208.28,118.387512,Fresno State,USA,2002,1,12,30,3.0,1.8,0.6,-14.7,0.05,0.142,0.186,0.442,0.115,Jul-06,
4595,mehmet okur,UTA,28,210.82,119.294696,None,Turkey,2001,2,37,80,17.6,7.2,2.0,0.0,0.074,0.187,0.23,0.571,0.097,Jul-06,
4596,maurice taylor,SAC,30,205.74,120.20188,Michigan,USA,1997,1,14,12,2.0,2.3,0.4,16.5,0.106,0.194,0.176,0.356,0.078,Jul-06,
4597,maurice evans,LAL,28,195.58,99.79024,Texas,USA,Undrafted,Undrafted,Undrafted,76,8.4,2.9,1.0,0.3,0.064,0.087,0.176,0.523,0.07,Jul-06,
4598,maurice ager,DAL,23,195.58,91.625584,Michigan State,USA,2006,1,28,32,2.2,0.7,0.2,-14.2,0.005,0.107,0.214,0.408,0.065,Jul-06,
4599,matt harpring,UTA,31,200.66,102.0582,Georgia Tech,USA,1998,1,15,77,11.6,4.6,1.3,4.7,0.072,0.151,0.204,0.564,0.083,Jul-06,
4600,matt freije,ATL,25,205.74,112.944408,Vanderbilt,USA,2004,2,53,19,2.1,1.3,0.4,1.8,0.055,0.127,0.179,0.353,0.088,Jul-06,
4601,matt carroll,CHA,26,198.12,96.161504,Notre Dame,USA,Undrafted,Undrafted,Undrafted,72,12.1,2.9,1.3,-2.9,0.021,0.112,0.2,0.58,0.083,Jul-06,
4602,matt bonner,SAS,27,208.28,108.86208,Florida,USA,2003,2,45,56,4.9,2.8,0.4,2.0,0.115,0.172,0.201,0.542,0.061,Jul-06,
4605,martell webster,POR,20,200.66,103.872568,None,USA,2005,1,6,82,7.0,2.9,0.6,-6.4,0.029,0.139,0.166,0.522,0.05,Jul-06,
4606,michael ruffin,WAS,30,203.2,112.490816,Tulsa,USA,1999,2,32,30,0.6,2.1,0.2,-13.7,0.141,0.118,0.066,0.322,0.037,Jul-06,
4607,michael sweetney,CHI,24,203.2,122.46984,Georgetown,USA,2003,1,9,48,3.2,2.5,0.6,3.7,0.135,0.212,0.231,0.469,0.122,Jul-06,
4608,mickael gelabale,SEA,24,200.66,97.52228,None,USA,2005,2,48,70,4.6,2.5,0.8,-2.8,0.056,0.11,0.128,0.535,0.07,Jul-06,
4609,mickael pietrus,GSW,25,198.12,97.52228,None,France,2003,1,11,72,11.1,4.5,0.9,-3.2,0.045,0.143,0.172,0.59,0.049,Jul-06,
4610,orien greene,IND,25,193.04,94.347136,Louisiana-Lafayette,USA,2005,2,53,41,1.5,1.1,0.5,-8.2,0.053,0.152,0.179,0.432,0.15,Jul-06,
4612,nene,DEN,24,210.82,121.562656,None,Brazil,2002,1,7,64,12.2,7.0,1.2,4.9,0.103,0.193,0.196,0.611,0.072,Jul-06,
4613,nenad krstic,NJN,23,213.36,117.93392,None,Serbia and Montenegro,2002,1,24,26,16.4,6.8,1.8,0.1,0.07,0.172,0.23,0.566,0.102,Jul-06,
4614,nazr mohammed,DET,29,208.28,113.398,Kentucky,USA,1998,1,29,51,5.6,4.5,0.2,0.1,0.134,0.207,0.184,0.554,0.02,Jul-06,
4615,nate robinson,NYK,23,175.26,81.64656,Washington,USA,2005,1,21,64,10.1,2.4,1.4,-2.8,0.048,0.086,0.216,0.552,0.119,Jul-06,
4616,mouhamed sene,SEA,21,210.82,104.32616,None,Senegal,2006,1,10,28,1.9,1.6,0.0,-16.5,0.096,0.215,0.19,0.429,0.0,Jul-06,
4617,morris peterson,TOR,29,200.66,99.79024,Michigan State,USA,2000,1,21,71,8.9,3.3,0.7,-3.1,0.024,0.162,0.19,0.555,0.052,Jul-06,
4618,p.j. brown,CHI,37,210.82,108.408488,Louisiana Tech,USA,1992,2,29,72,6.1,4.8,0.7,6.8,0.101,0.169,0.172,0.462,0.049,Jul-06,
4620,mile ilic,NJN,23,215.9,115.66596,None,USA,2005,2,43,5,0.0,0.2,0.0,-143.1,0.0,0.25,0.75,0.0,0.0,Jul-06,
4621,mikki moore,NJN,31,213.36,101.151016,Nebraska,USA,Undrafted,Undrafted,Undrafted,79,9.8,5.1,0.9,0.3,0.085,0.149,0.162,0.637,0.059,Jul-06,
4622,mike wilks,SEA,28,177.8,81.64656,Rice,USA,Undrafted,Undrafted,Undrafted,47,3.6,1.1,1.7,-0.2,0.036,0.089,0.166,0.533,0.238,Jul-06,
4624,mike james,MIN,32,187.96,86.18248,Duquesne,USA,Undrafted,Undrafted,Undrafted,82,10.1,2.0,3.6,-5.1,0.015,0.076,0.205,0.529,0.232,Jul-06,
4625,mike hall,WAS,23,203.2,104.32616,George Washington,USA,Undrafted,Undrafted,Undrafted,2,1.0,1.0,0.5,-20.7,0.063,0.167,0.125,0.25,0.1,Jul-06,
4627,mike bibby,SAC,29,185.42,86.18248,Arizona,USA,1998,1,2,82,17.1,3.2,4.7,-1.2,0.016,0.095,0.241,0.532,0.235,Jul-06,
4628,mo williams,MIL,24,185.42,83.91452,Alabama,USA,2003,2,47,68,17.3,4.8,6.1,-3.8,0.026,0.132,0.241,0.519,0.266,Jul-06,
4629,marquis daniels,IND,26,198.12,90.7184,Auburn,USA,Undrafted,Undrafted,Undrafted,45,7.1,1.8,1.3,-4.1,0.036,0.085,0.206,0.506,0.126,Jul-06,
4630,ronald dupree,DET,26,200.66,94.800728,Louisiana State,USA,Undrafted,Undrafted,Undrafted,19,1.3,0.9,0.3,2.0,0.065,0.167,0.181,0.358,0.083,Jul-06,
4632,tyronn lue,ATL,30,182.88,79.3786,Nebraska,USA,1998,1,23,56,11.4,1.9,3.6,-8.0,0.016,0.072,0.211,0.534,0.242,Jul-06,
4633,troy murphy,IND,27,210.82,111.13004,Notre Dame,USA,2001,1,14,68,10.3,6.1,1.9,-6.5,0.059,0.197,0.174,0.541,0.112,Jul-06,
4634,troy hudson,MIN,31,185.42,80.739376,Southern Illinois,USA,Undrafted,Undrafted,Undrafted,34,5.9,1.4,2.1,-6.9,0.018,0.088,0.209,0.483,0.227,Jul-06,
4636,trenton hassell,MIN,28,195.58,105.686936,Austin Peay,USA,2001,2,29,76,6.7,3.2,2.7,-4.0,0.046,0.082,0.119,0.529,0.138,Jul-06,
4637,travis outlaw,POR,22,205.74,97.52228,None,USA,2003,1,23,67,9.6,3.2,0.8,-4.6,0.053,0.122,0.218,0.499,0.061,Jul-06,
4638,travis diener,ORL,25,185.42,79.3786,Marquette,USA,2005,2,38,26,3.8,0.7,1.3,0.6,0.013,0.061,0.16,0.566,0.21,Jul-06,
4639,tracy mcgrady,HOU,28,203.2,101.151016,None,USA,1997,1,9,71,24.6,5.3,6.5,8.8,0.025,0.143,0.347,0.515,0.353,Jul-06,
4641,tony battie,ORL,31,210.82,108.86208,Texas Tech,USA,1997,1,5,66,6.1,5.2,0.5,-0.7,0.073,0.186,0.136,0.513,0.036,Jul-06,
4643,tim thomas,LAC,30,208.28,108.86208,Villanova,USA,1997,1,7,76,11.0,5.0,2.3,4.1,0.038,0.176,0.202,0.532,0.142,Jul-06,
4644,tim duncan,SAS,31,210.82,117.93392,Wake Forest,US Virgin Islands,1997,1,1,80,20.0,10.6,3.4,13.7,0.1,0.268,0.279,0.579,0.182,Jul-06,
4645,theo ratliff,BOS,34,208.28,106.59412,Wyoming,USA,1995,1,18,2,2.5,3.5,0.0,-24.5,0.057,0.135,0.058,0.525,0.0,Jul-06,
4647,tayshaun prince,DET,27,205.74,97.52228,Kentucky,USA,2002,1,23,82,14.3,5.2,2.8,6.1,0.057,0.114,0.19,0.534,0.127,Jul-06,
4648,tarence kinsey,MEM,23,198.12,85.728888,South Carolina,USA,Undrafted,Undrafted,Undrafted,48,7.7,2.0,0.9,-6.4,0.036,0.083,0.181,0.532,0.068,Jul-06,
4649,tyrus thomas,CHI,20,205.74,97.52228,Louisiana State,USA,2006,1,4,72,5.2,3.7,0.6,8.1,0.107,0.203,0.204,0.521,0.066,Jul-06,
4652,uros slokar,TOR,24,208.28,107.954896,None,USA,2005,2,58,20,1.9,0.7,0.1,-28.7,0.092,0.13,0.237,0.599,0.036,Jul-06,
4653,zydrunas ilgauskas,CLE,32,220.98,117.93392,None,Lithuania,1996,1,20,78,11.9,7.7,1.6,4.6,0.128,0.204,0.218,0.527,0.099,Jul-06,
4656,yaroslav korolev,LAC,20,205.74,92.079176,None,Russia,2005,1,12,10,1.2,0.3,0.4,-24.4,0.02,0.083,0.218,0.322,0.19,Jul-06,
4657,yao ming,HOU,26,228.6,140.61352,None,China,2002,1,1,48,25.0,9.4,2.0,9.3,0.076,0.238,0.331,0.601,0.115,Jul-06,
4658,yakhouba diawara,DEN,24,200.66,102.0582,Pepperdine,USA,Undrafted,Undrafted,Undrafted,64,4.4,1.7,0.9,2.1,0.025,0.077,0.127,0.45,0.068,Jul-06,
4659,willie green,PHI,25,190.5,91.171992,Detroit Mercy,USA,2003,2,41,74,11.3,2.1,1.5,-6.3,0.027,0.076,0.255,0.458,0.111,Jul-06,
4660,will conroy,LAC,24,187.96,88.45044,Washington,USA,Undrafted,Undrafted,Undrafted,7,0.0,1.0,1.3,-10.8,0.065,0.085,0.061,0.0,0.3,Jul-06,
4661,t.j. ford,TOR,24,182.88,74.84268,Texas,USA,2003,1,8,75,14.0,3.1,7.9,1.4,0.027,0.093,0.26,0.508,0.448,Jul-06,
4662,will blalock,DET,23,182.88,92.98636,Iowa State,USA,2006,2,60,14,1.8,1.1,1.2,-6.7,0.038,0.066,0.12,0.383,0.193,Jul-06,
4663,walter herrmann,CHA,28,205.74,102.0582,None,USA,Undrafted,Undrafted,Undrafted,48,9.2,2.9,0.5,-1.3,0.035,0.146,0.19,0.625,0.049,Jul-06,
4664,wally szczerbiak,BOS,30,200.66,110.676448,Miami (OH),USA,1999,1,6,32,15.0,3.1,1.7,-3.4,0.021,0.111,0.249,0.54,0.107,Jul-06,
4665,von wafer,LAC,21,195.58,95.25432,Florida State,USA,2005,2,39,1,0.0,0.0,0.0,26.6,0.0,0.0,0.275,0.0,0.0,Jul-06,
4666,vladimir radmanovic,LAL,26,208.28,106.140528,None,Serbia,2001,1,12,55,6.6,3.3,1.2,-6.3,0.062,0.152,0.189,0.518,0.113,Jul-06,
4667,vitaly potapenko,SAC,32,208.28,129.27372,Wright State,Ukraine,1996,1,12,3,0.0,0.7,0.0,-15.4,0.0,0.125,0.184,0.0,0.0,Jul-06,
4669,viktor khryapa,CHI,24,205.74,98.883056,None,Russia,2004,1,22,33,2.2,1.7,0.6,-2.1,0.103,0.2,0.185,0.448,0.145,Jul-06,
4670,vassilis spanoulis,HOU,24,193.04,88.45044,None,USA,2004,2,50,31,2.7,0.7,0.9,-4.1,0.021,0.071,0.208,0.47,0.207,Jul-06,
4671,wayne simien,MIA,24,205.74,113.398,Kansas,USA,2005,1,29,8,2.9,1.4,0.5,-14.3,0.057,0.091,0.146,0.441,0.082,Jul-06,
4672,ronnie brewer,UTA,22,200.66,98.883056,Arkansas,USA,2006,1,14,56,4.6,1.3,0.4,-1.5,0.064,0.072,0.166,0.566,0.057,Jul-06,
4673,stromile swift,MEM,27,205.74,104.32616,Louisiana State,USA,2000,1,2,54,7.8,4.6,0.3,-10.7,0.098,0.186,0.208,0.517,0.029,Jul-06,
4674,steven hunter,PHI,25,213.36,108.86208,DePaul,USA,2001,1,15,70,6.4,4.8,0.4,-7.4,0.086,0.159,0.134,0.573,0.028,Jul-06,
4675,sebastian telfair,BOS,22,182.88,72.57472,None,USA,2004,1,13,78,6.1,1.4,2.8,-4.2,0.013,0.07,0.175,0.458,0.223,Jul-06,
4676,sean may,CHA,23,205.74,120.655472,North Carolina,USA,2005,1,13,35,11.9,6.7,1.9,-0.1,0.106,0.219,0.233,0.551,0.139,Jul-06,
4677,sean marks,PHX,31,208.28,113.398,California,New Zealand,1998,2,44,3,2.0,1.0,0.0,-27.9,0.0,0.273,0.17,0.436,0.0,Jul-06,
4678,scott padgett,MEM,31,205.74,108.86208,Kentucky,USA,1999,1,28,31,1.5,1.7,0.3,2.7,0.082,0.19,0.146,0.373,0.058,Jul-06,
4679,scot pollard,CLE,32,210.82,120.20188,Kansas,USA,1997,1,19,24,1.0,1.3,0.1,-1.5,0.165,0.186,0.138,0.432,0.053,Jul-06,
4681,sasha pavlovic,CLE,23,200.66,95.25432,None,Montenegro,2003,1,19,67,9.0,2.4,1.6,6.4,0.018,0.104,0.19,0.554,0.11,Jul-06,
4682,sarunas jasikevicius,GSW,31,193.04,89.357624,Maryland,USSR,Undrafted,Undrafted,Undrafted,63,6.1,1.1,2.7,-5.3,0.017,0.064,0.204,0.531,0.31,Jul-06,
4683,samuel dalembert,PHI,27,210.82,113.398,Seton Hall,Haiti,2001,1,26,82,10.7,8.9,0.8,0.0,0.116,0.235,0.168,0.581,0.041,Jul-06,
4684,sam cassell,LAC,37,190.5,83.91452,Florida State,USA,1993,1,24,58,12.3,2.9,4.7,1.1,0.022,0.114,0.257,0.506,0.34,Jul-06,
4685,salim stoudamire,ATL,24,185.42,79.3786,Arizona,USA,2005,2,31,61,7.7,1.2,1.0,-6.3,0.007,0.079,0.221,0.518,0.112,Jul-06,
4686,ryan hollins,CHA,22,213.36,104.32616,UCLA,USA,2006,2,50,27,2.4,1.1,0.0,-24.4,0.066,0.147,0.172,0.597,0.01,Jul-06,
4687,ryan gomes,BOS,24,200.66,113.398,Providence,USA,2005,2,50,73,12.1,5.6,1.6,-8.0,0.064,0.154,0.188,0.534,0.092,Jul-06,
4689,ruben patterson,MIL,31,195.58,101.151016,Cincinnati,USA,1998,2,31,81,14.7,5.4,2.9,-3.4,0.089,0.117,0.222,0.578,0.154,Jul-06,
4690,royal ivey,ATL,25,193.04,97.52228,Texas,USA,2004,2,37,53,3.0,1.0,0.8,-6.6,0.034,0.084,0.161,0.496,0.14,Jul-06,
4691,ronny turiaf,LAL,24,208.28,112.944408,Gonzaga,France,2005,2,37,72,5.3,3.6,0.9,0.2,0.09,0.188,0.155,0.586,0.092,Jul-06,
4693,shammond williams,LAL,32,185.42,91.171992,North Carolina,USA,1998,2,34,30,3.1,1.3,1.0,-4.8,0.036,0.102,0.137,0.53,0.15,Jul-06,
4694,shane battier,HOU,28,203.2,99.79024,Duke,USA,2001,1,6,82,10.1,4.1,2.1,7.5,0.026,0.103,0.121,0.589,0.092,Jul-06,
4695,shannon brown,CLE,21,193.04,92.98636,Michigan State,USA,2006,1,25,23,3.2,0.9,0.4,-14.0,0.034,0.09,0.218,0.455,0.091,Jul-06,
4698,steve francis,NYK,30,190.5,95.25432,Maryland,USA,1999,1,2,44,11.3,3.6,3.9,-0.9,0.032,0.121,0.197,0.57,0.223,Jul-06,
4699,steve blake,DEN,27,190.5,78.017824,Maryland,USA,2003,2,38,82,6.4,2.1,5.0,-1.0,0.011,0.077,0.133,0.491,0.26,Jul-06,
4700,stephon marbury,NYK,30,187.96,92.98636,Georgia Tech,USA,1996,1,4,74,16.4,2.9,5.4,-4.0,0.016,0.076,0.215,0.539,0.249,Jul-06,
4701,stephen jackson,GSW,29,203.2,98.883056,Butler Community College,USA,1997,2,42,75,15.5,3.0,3.8,3.0,0.027,0.075,0.22,0.54,0.183,Jul-06,
4702,stephen graham,POR,25,198.12,97.52228,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,14,3.2,1.5,0.4,-15.9,0.053,0.121,0.169,0.512,0.055,Jul-06,
4703,speedy claxton,ATL,29,180.34,77.11064,Hofstra,USA,2000,1,20,42,5.3,1.9,4.4,-5.8,0.013,0.081,0.166,0.363,0.291,Jul-06,
4704,steven smith,PHI,24,205.74,113.398,La Salle,USA,Undrafted,Undrafted,Undrafted,8,0.6,0.8,0.0,-23.7,0.036,0.263,0.185,0.282,0.0,Jul-06,
4705,solomon jones,ATL,22,208.28,104.32616,South Florida,USA,2006,2,33,58,3.3,2.3,0.2,-13.5,0.091,0.163,0.128,0.587,0.028,Jul-06,
4706,slava medvedenko,ATL,28,208.28,114.758776,None,Ukraine,Undrafted,Undrafted,Undrafted,14,3.0,1.0,0.1,-12.0,0.063,0.172,0.25,0.556,0.048,Jul-06,
4707,shelden williams,ATL,23,205.74,113.398,Duke,USA,2006,1,5,81,5.5,5.4,0.5,-8.0,0.102,0.241,0.159,0.518,0.051,Jul-06,
4708,shawne williams,IND,21,205.74,102.0582,Memphis,USA,2006,1,17,46,3.9,1.8,0.5,-11.7,0.072,0.108,0.161,0.533,0.068,Jul-06,
4709,shawn marion,PHX,29,200.66,103.418976,Nevada-Las Vegas,USA,1999,1,9,80,17.5,9.8,1.7,9.9,0.071,0.223,0.192,0.594,0.065,Jul-06,
4710,shavlik randolph,PHI,23,208.28,108.86208,Duke,USA,Undrafted,Undrafted,Undrafted,13,4.5,4.2,0.3,3.6,0.117,0.216,0.167,0.503,0.038,Jul-06,
4712,shareef abdur-rahim,SAC,30,205.74,111.13004,California,USA,1996,1,3,80,9.9,5.0,1.4,-4.6,0.07,0.17,0.196,0.524,0.092,Jul-06,
